,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
613,Gabriel Veron,br  BRA,"FW,MF",Palmeiras,19,2002,6.3,1,11,6,54.5,1.74,0.95,0.09,0.17,20.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2
614,João Vialle,br  BRA,DF,Atl Paranaense,19,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
615,Marcos Victor,br  BRA,DF,Ceará,20,2001,4.0,0,1,0,0.0,0.25,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0
616,Arturo Vidal,cl  CHI,MF,Flamengo,34,1987,9.3,2,8,2,25.0,0.86,0.22,0.13,0.50,20.7,0,1,1,1.8,1.0,0.13,+0.2,0.0
617,Caio Vidal,br  BRA,"FW,MF",Internacional,21,2000,1.7,0,6,0,0.0,3.46,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
618,Elvis Vieira Araújo,br  BRA,"MF,FW",Goiás,31,1990,9.4,4,8,2,25.0,0.85,0.21,0.13,0.50,32.4,5,3,3,2.9,0.5,0.07,+1.1,+0.5
619,Gabriel Vieira,br  BRA,FW,Palmeiras,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
620,Luan Vieira,br  BRA,"MF,FW",Santos,28,1993,5.0,1,8,3,37.5,1.59,0.60,0.13,0.33,19.7,1,0,0,0.5,0.5,0.06,+0.5,+0.5
621,Marcos Vinicios Sorriso,br  BRA,FW,Bragantino,20,2001,15.0,2,23,9,39.1,1.53,0.60,0.09,0.22,17.3,0,0,0,3.3,3.3,0.14,-1.3,-1.3
622,Caio Vinícius,br  BRA,MF,Goiás,23,1999,17.3,0,10,1,10.0,0.58,0.06,0.00,0.00,11.6,0,0,0,1.0,1.0,0.10,-1.0,-1.0
623,Mateus Vital,br  BRA,"FW,MF",Corinthians,23,1998,8.2,0,12,2,16.7,1.46,0.24,0.00,0.00,21.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6
624,Vitão,br  BRA,DF,Internacional,21,2000,31.0,2,11,4,36.4,0.36,0.13,0.18,0.50,9.9,0,0,0,1.0,1.0,0.09,+1.0,+1.0
625,João Vitor,br  BRA,MF,Coritiba,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
626,Vladimir,br  BRA,GK,Avaí,32,1989,22.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
627,Max Walef,br  BRA,GK,Fortaleza,28,1993,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
628,Walter,br  BRA,GK,Cuiabá,34,1987,27.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
629,Warley,br  BRA,"FW,MF",Coritiba,22,1999,6.2,0,8,2,25.0,1.29,0.32,0.00,0.00,17.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5
630,Welington,br  BRA,"DF,FW",São Paulo,20,2001,18.6,0,15,6,40.0,0.81,0.32,0.00,0.00,22.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9
631,José Welison,br  BRA,MF,Fortaleza,26,1995,19.1,2,29,6,20.7,1.51,0.31,0.07,0.33,28.2,3,0,0,1.0,0.9,0.03,+1.0,+1.1
632,Weliton,cl  CHI,MF,Juventude,16,2005,0.0,0,1,0,0.0,90.00,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
633,Wellington,br  BRA,DF,Avaí,26,1995,3.0,0,1,0,0.0,0.33,0.00,0.00,,3.8,0,0,0,0.2,0.2,0.24,-0.2,-0.2
634,Welliton,br  BRA,"MF,FW",Bragantino,21,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
635,Wendell,br  BRA,MF,Ceará,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
636,Werik,br  BRA,FW,Bragantino,20,2001,5.7,3,16,5,31.3,2.80,0.87,0.19,0.60,12.2,0,0,0,2.6,2.6,0.16,+0.4,+0.4
637,Werton,br  BRA,FW,Flamengo,18,2003,0.3,1,1,1,100.0,3.10,3.10,1.00,1.00,9.5,0,0,0,0.2,0.2,0.23,+0.8,+0.8
638,Wescley,br  BRA,MF,Ceará,30,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
639,Wesley,br  BRA,FW,Palmeiras,22,1999,7.2,1,26,7,26.9,3.61,0.97,0.04,0.14,16.6,0,0,0,2.3,2.3,0.09,-1.3,-1.3
640,Weverson,br  BRA,MF,Bragantino,21,2000,0.5,0,1,0,0.0,2.00,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
641,Weverton,br  BRA,DF,Internacional,22,1999,0.5,0,1,0,0.0,2.00,0.00,0.00,,34.8,0,0,0,0.0,0.0,0.01,0.0,0.0
642,Wéverton,br  BRA,GK,Palmeiras,34,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
643,Rafael William,br  BRA,GK,Coritiba,20,2001,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
644,Xavier,br  BRA,MF,Corinthians,21,2000,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
645,Samuel Xavier,br  BRA,DF,Fluminense,31,1990,31.4,2,29,7,24.1,0.92,0.22,0.07,0.29,19.9,0,0,0,1.7,1.7,0.06,+0.3,+0.3
646,Yago,br  BRA,"MF,DF",Fluminense,26,1995,12.6,0,21,7,33.3,1.67,0.56,0.00,0.00,18.6,2,0,0,2.0,2.0,0.09,-2.0,-2.0
647,Ytalo,br  BRA,FW,Bragantino,34,1988,6.9,3,12,4,33.3,1.73,0.58,0.25,0.75,16.8,0,0,0,1.3,1.3,0.11,+1.7,+1.7
648,Marcos Ytalo,br  BRA,DF,Ceará,25,1996,1.8,0,4,1,25.0,2.24,0.56,0.00,0.00,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
649,Vinícius Zanocelo,br  BRA,MF,Santos,21,2001,22.3,3,49,14,28.6,2.20,0.63,0.06,0.21,22.5,3,0,0,3.3,3.3,0.07,-0.3,-0.3
650,Federico Zaracho,ar  ARG,"MF,FW",Atlético Mineiro,23,1998,20.9,2,42,9,21.4,2.01,0.43,0.05,0.22,14.9,0,0,0,3.9,3.9,0.10,-1.9,-1.9
