,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
331,234612,Jonathan Ikoné,22,France,LOSC Lille,€27M,€36K,79,84
332,236947,Jordan Torunarigha,22,Germany,Hertha BSC,€9M,€28K,74,83
333,236988,Eddie Nketiah,21,England,Arsenal,€9.5M,€48K,74,82
334,244591,Jayden Bogle,19,England,Sheffield United,€6.5M,€13K,73,84
335,246419,Yari Verschaeren,18,Belgium,RSC Anderlecht,€5.5M,€7K,72,85
336,212616,Rodrigo Javier De Paul,26,Argentina,Udinese,€21.5M,€22K,79,81
337,218667,Bernardo Mota Carvalho e Silva,25,Portugal,Manchester City,€81M,€195K,86,87
338,237997,Uriel Antuna,22,Mexico,Guadalajara,€7M,€31K,73,81
339,242534,Cristian Cásseres Jr,20,Venezuela,New York Red Bulls,€3.6M,€3K,70,83
340,242578,Benoît Badiashile,19,France,AS Monaco,€11.5M,€20K,75,84
341,206654,Pablo Marí Villar,26,Spain,Arsenal,€6.5M,€58K,75,78
342,208128,Hakan Çalhanoğlu,26,Turkey,Milan,€30.5M,€50K,81,82
343,213661,Andreas Christensen,24,Denmark,Chelsea,€24M,€70K,79,84
344,216349,Alen Halilović,24,Croatia,Birmingham City,€3M,€11K,71,77
345,231521,Exequiel Palacios,21,Argentina,Bayer 04 Leverkusen,€23.5M,€40K,77,85
346,234319,Lewis Travis,22,England,Blackburn Rovers,€5M,€24K,72,81
347,239368,Mitchel Bakker,20,Netherlands,Paris Saint-Germain,€4.9M,€29K,72,81
348,246763,Ki-Jana Hoever,18,Netherlands,Wolverhampton Wanderers,€1.3M,€4K,63,83
349,224520,Ryan Kent,23,England,Rangers FC,€9M,€44K,75,81
350,230658,Arthur Henrique Ramos Oliveira Melo,23,Brazil,Juventus,€60M,€100K,84,88
351,235183,Carlos Acevedo,24,Mexico,Santos Laguna,€7M,€14K,74,81
352,240753,Amine Gouiri,20,France,OGC Nice,€16.5M,€27K,76,84
353,242118,Sebastián Córdova,23,Mexico,Club América,€12.5M,€30K,75,83
354,254704,Kazuyoshi Miura,53,Japan,Yokohama FC,€0,€700,59,59
355,254909,Oscar Dorley,21,Liberia,SK Slavia Praha,€6.5M,€550,73,82
356,197781,Francisco Román Alarcón Suárez,28,Spain,Real Madrid,€36.5M,€190K,83,83
357,203747,Héctor Bellerín Moruno,25,Spain,Arsenal,€22.5M,€73K,79,83
358,208053,Dimitrios Pelkas,26,Greece,Fenerbahçe SK,€4.6M,€49K,74,74
359,211688,José Luís Gayà Peña,25,Spain,Valencia CF,€49.5M,€46K,83,88
360,212190,Niklas Süle,24,Germany,FC Bayern München,€41.5M,€70K,82,87
361,247641,Mateus Tetê,20,Brazil,Shakhtar Donetsk,€16.5M,€800,76,86
362,239301,Lisandro Martínez,22,Argentina,Ajax,€15.5M,€14K,77,83
363,240507,Angel Gomes,19,England,Boavista FC,€3.1M,€7K,68,84
364,189509,Thiago Alcântara,29,Spain,Liverpool,€52.5M,€150K,85,85
365,202652,Raheem Sterling,25,England,Manchester City,€109M,€270K,88,89
366,216267,Andrew Robertson,26,Scotland,Liverpool,€90.5M,€155K,87,89
367,220196,David Brooks,22,Wales,Bournemouth,€15M,€13K,76,83
368,222357,Breel Embolo,23,Switzerland,Borussia Mönchengladbach,€17M,€35K,77,83
369,226271,Fabián Ruiz Peña,24,Spain,Napoli,€48M,€70K,82,88
370,232119,Çağlar Söyüncü,24,Turkey,Leicester City,€29M,€69K,80,85
371,238160,Merih Demiral,22,Turkey,Juventus,€15.5M,€48K,76,85
372,246191,Julián Álvarez,20,Argentina,River Plate,€5.5M,€10K,72,84
373,165153,Karim Benzema,32,France,Real Madrid,€83.5M,€350K,89,89
374,204923,Marcel Sabitzer,26,Austria,RB Leipzig,€52M,€81K,84,86
375,212194,Julian Brandt,24,Germany,Borussia Dortmund,€43.5M,€63K,82,86
376,220440,Clément Lenglet,25,France,FC Barcelona,€52.5M,€175K,84,88
377,236632,David Neres Campos,23,Brazil,Ajax,€30M,€21K,80,84
378,251573,Renan Augusto Lodi dos Santos,22,Brazil,Atlético Madrid,€37M,€49K,81,86
379,192318,Mario Götze,28,Germany,PSV,€26M,€26K,81,81
380,234112,Domilson Cordeiro dos Santos,21,Brazil,Shakhtar Donetsk,€6.5M,€550,73,84
381,237000,Reggie Cannon,22,United States,Boavista FC,€5M,€6K,72,81
382,237942,Pervis Estupiñán,22,Ecuador,Villarreal CF,€26.5M,€29K,79,85
383,238227,Krépin Diatta,21,Senegal,AS Monaco,€23.5M,€39K,77,85
384,260247,Morgan Rogers,17,England,Lincoln City,€1.5M,€650,63,84
385,209499,Fábio Henrique Tavares,26,Brazil,Liverpool,€88.5M,€155K,87,89
386,203841,Nick Pope,28,England,Burnley,€24M,€59K,82,83
387,208596,Andrea Belotti,26,Italy,Torino,€31M,€61K,81,82
388,234078,Orel Mangala,22,Belgium,VfB Stuttgart,€12.5M,€20K,75,83
389,234574,José Diogo Dalot Teixeira,21,Portugal,Milan,€11.5M,€57K,76,82
390,236506,Marcos Senesi,23,Argentina,Feyenoord,€25M,€14K,79,85
391,212218,Aymeric Laporte,26,France,Manchester City,€92.5M,€200K,87,90
392,235410,Youssef En-Nesyri,23,Morocco,Sevilla FC,€27M,€30K,79,84
393,237221,Juan Foyth,22,Argentina,Villarreal CF,€12M,€53K,75,83
394,240716,Mathías Olivera,22,Uruguay,Getafe CF,€22.5M,€22K,77,85
395,188081,Alex Teixeira dos Santos,30,Brazil,Jiangsu Suning FC,€17M,€29K,79,79
396,210243,Ricardo Barbosa Pereira,26,Portugal,Leicester City,€58M,€120K,85,86
397,219693,Diego Carlos Santos Silva,27,Brazil,Sevilla FC,€38.5M,€39K,83,85
398,236920,Justin Kluivert,21,Netherlands,RB Leipzig,€12.5M,€31K,75,84
399,239529,Frank Onyeka,22,Nigeria,FC Midtjylland,€14.5M,€21K,76,83
400,241042,Oliver Skipp,19,England,Norwich City,€5.5M,€24K,72,84
401,243657,James Garner,19,England,Nottingham Forest,€2.5M,€14K,67,84
402,181291,Georginio Wijnaldum,29,Netherlands,Liverpool,€52.5M,€150K,85,85
403,225663,Alexandr Golovin,24,Russia,AS Monaco,€25M,€48K,79,83
404,229391,João Maria Palhinha Gonçalves,24,Portugal,Sporting CP,€35.5M,€15K,81,86
405,189596,Thomas Müller,30,Germany,FC Bayern München,€77M,€140K,87,87
406,192448,Marc-André ter Stegen,28,Germany,FC Barcelona,€110M,€260K,90,93
407,206113,Serge Gnabry,24,Germany,FC Bayern München,€88M,€110K,86,88
408,208421,Saúl Ñíguez Esclápez,25,Spain,Atlético Madrid,€47.5M,€71K,83,86
409,212523,Anderson Souza Conceição,26,Brazil,Guangzhou Evergrande Taobao FC,€36.5M,€39K,82,83
410,231554,James Justin,22,England,Leicester City,€15M,€56K,77,82
411,235173,Ibrahim Sangaré,22,Ivory Coast,PSV,€16M,€14K,76,85
412,242641,Rayan Aït Nouri,19,France,Wolverhampton Wanderers,€7M,€9K,73,85
413,212228,Ivan Toney,24,England,Brentford,€6.5M,€35K,74,79
414,236403,Evan Ndicka,20,France,Eintracht Frankfurt,€15.5M,€18K,76,84
415,54050,Wayne Rooney,34,England,Derby County,€3.5M,€29K,76,76
416,179813,Edinson Cavani,33,Uruguay,Manchester United,€27M,€175K,84,84
417,210035,Alejandro Grimaldo García,24,Spain,SL Benfica,€48.5M,€18K,83,87
418,183711,Jordan Henderson,30,England,Liverpool,€57M,€140K,86,86
419,206534,Patrick Bamford,26,England,Leeds United,€9M,€88K,76,77
420,224293,Rúben Diogo da Silva Neves,23,Portugal,Wolverhampton Wanderers,€46M,€89K,82,87
421,226851,Benjamin Pavard,24,France,FC Bayern München,€22M,€57K,79,82
422,241907,Diego Rossi,22,Uruguay,Los Angeles FC,€17M,€9K,76,84
423,244349,Johan Vásquez,21,Mexico,U.N.A.M.,€4.3M,€6K,71,83
424,255472,Pedro Victor Delmino da Silva,22,Brazil,SL Benfica,€17M,€12K,76,87
425,156616,Franck Ribéry,37,France,Fiorentina,€9M,€54K,81,81
426,226753,André Onana,24,Cameroon,Ajax,€48M,€18K,84,88
427,239978,Dennis Man,21,Romania,Parma,€9.5M,€22K,74,84
428,253170,Attila Szalai,22,Hungary,Fenerbahçe SK,€4.9M,€31K,72,83
429,184200,Marko Arnautović,31,Austria,Shanghai SIPG FC,€25.5M,€24K,82,82
430,213345,Kingsley Coman,24,France,FC Bayern München,€73.5M,€100K,85,88
431,220085,Luca Waldschmidt,24,Germany,SL Benfica,€21.5M,€14K,77,84
432,231485,Axel Tuanzebe,22,England,Manchester United,€8M,€60K,74,81
433,236532,Robin Koch,23,Germany,Leeds United,€19.5M,€68K,77,84
434,246172,Samuel Chukwueze,21,Nigeria,Villarreal CF,€23.5M,€23K,77,85
435,252143,Daniel Santos Bragança,21,Portugal,Sporting CP,€6M,€7K,72,86
436,202811,Emiliano Martínez,27,Argentina,Aston Villa,€25.5M,€54K,81,84
437,203263,Harry Maguire,27,England,Manchester United,€34.5M,€120K,82,85
438,205452,Antonio Rüdiger,27,Germany,Chelsea,€27.5M,€90K,81,83
439,218339,Mahmoud Dahoud,24,Germany,Borussia Dortmund,€14.5M,€43K,77,80
440,234153,Carlos Soler Barragán,23,Spain,Valencia CF,€27.5M,€34K,79,85
441,247181,Gonzalo Plata,19,Ecuador,Sporting CP,€10M,€8K,74,86
442,188377,Kyle Walker,30,England,Manchester City,€46.5M,€170K,85,85
443,200949,Lucas Rodrigues M. Silva,27,Brazil,Tottenham Hotspur,€27.5M,€100K,81,81
444,202166,Julian Draxler,26,Germany,Paris Saint-Germain,€25M,€83K,80,81
445,207410,Mateo Kovačić,26,Croatia,Chelsea,€47M,€120K,83,86
446,207865,Marcos Aoás Corrêa,26,Brazil,Paris Saint-Germain,€83.5M,€125K,86,90
447,210625,Kevin Mbabu,25,Switzerland,VfL Wolfsburg,€22.5M,€44K,79,83
448,224081,Kalvin Phillips,24,England,Leeds United,€19.5M,€73K,78,83
449,225782,Ainsley Maitland-Niles,22,England,West Bromwich Albion,€16M,€52K,76,84
450,229167,Milot Rashica,24,Kosovo,SV Werder Bremen,€21.5M,€29K,78,83
451,232730,Daichi Kamada,23,Japan,Eintracht Frankfurt,€15M,€25K,77,81
452,234642,Édouard Mendy,28,Senegal,Chelsea,€18M,€74K,80,82
453,41,Andrés Iniesta Luján,36,Spain,Vissel Kobe,€6.5M,€11K,80,80
454,200389,Jan Oblak,27,Slovenia,Atlético Madrid,€120M,€125K,91,93
455,233113,Carles Aleñá Castillo,22,Spain,Getafe CF,€9.5M,€84K,74,82
456,239970,Paulo Henrique Sampaio Filho,19,Brazil,Bayer 04 Leverkusen,€9M,€26K,74,83
457,256970,Adam Karabec,16,Czech Republic,Sparta Praha,€3M,€500,68,84
458,198717,Wilfried Zaha,27,Ivory Coast,Crystal Palace,€33M,€82K,82,82
459,205600,Samuel Umtiti,26,France,FC Barcelona,€33.5M,€155K,82,84
460,239981,Jann-Fiete Arp,20,Germany,Bayern München II,€2.1M,€2K,66,78
461,256035,Kamaldeen Sulemana,18,Ghana,FC Nordsjælland,€2.6M,€2K,67,83
462,204485,Riyad Mahrez,29,Algeria,Manchester City,€53M,€210K,85,85
463,206585,Kepa Arrizabalaga,25,Spain,Chelsea,€19M,€62K,79,83
464,216594,Nabil Fekir,26,France,Real Betis,€43M,€38K,83,84
465,220793,Davinson Sánchez,24,Colombia,Tottenham Hotspur,€25.5M,€74K,80,83
466,229984,Ben Chilwell,23,England,Chelsea,€34.5M,€79K,81,85
467,232270,Timothy Fosu-Mensah,22,Netherlands,Bayer 04 Leverkusen,€6.5M,€32K,73,81
468,239744,Michaël Cuisance,20,France,Olympique de Marseille,€6.5M,€35K,73,82
469,244193,Jovane Eduardo Borges Cabral,22,Cape Verde,Sporting CP,€23.5M,€14K,77,86
470,247827,Michael Olise,18,France,Reading,€3.7M,€3K,70,84
471,212462,Alex Nicolao Telles,27,Brazil,Manchester United,€40.5M,€145K,84,84
472,227174,Matty Cash,22,England,Aston Villa,€16M,€43K,77,83
473,238095,Nikola Milenković,22,Serbia,Fiorentina,€10.5M,€34K,75,82
474,208333,Emre Can,26,Germany,Borussia Dortmund,€35.5M,€72K,82,83
475,9014,Arjen Robben,36,Netherlands,FC Groningen,€5.5M,€11K,79,79
476,167495,Manuel Neuer,34,Germany,FC Bayern München,€20.5M,€135K,90,90
477,198219,Lorenzo Insigne,29,Italy,Napoli,€53M,€120K,85,85
478,224411,Gonçalo Manuel Ganchinho Guedes,23,Portugal,Valencia CF,€32M,€36K,80,85
479,226380,Hee Chan Hwang,24,Korea Republic,RB Leipzig,€11.5M,€42K,76,81
480,230869,Unai Simón Mendibil,23,Spain,Athletic Club de Bilbao,€27M,€18K,80,86
481,231436,Grady Diangana,22,England,West Bromwich Albion,€9.5M,€54K,74,85
482,254470,Luke Thomas,19,England,Leicester City,€2.5M,€11K,67,83
483,255611,Daniel Maldini,18,Italy,Milan,€575K,€2K,59,78
484,199434,Dušan Tadić,31,Serbia,Ajax,€30M,€30K,83,83
485,216352,Marcelo Brozović,27,Croatia,Inter,€39.5M,€125K,84,84
486,232938,Takehiro Tomiyasu,21,Japan,Bologna,€6.5M,€16K,73,84
487,240754,Youcef Atal,24,Algeria,OGC Nice,€15M,€27K,77,82
488,250954,Chris Richards,20,United States,TSG 1899 Hoffenheim,€2.5M,€13K,67,83
489,259816,Abdallah Sima,19,Senegal,SK Slavia Praha,€3.8M,€500,70,82
490,177003,Luka Modrić,34,Croatia,Real Madrid,€36.5M,€260K,87,87
491,183898,Ángel Di María,32,Argentina,Paris Saint-Germain,€63M,€160K,87,87
492,193301,Alexandre Lacazette,29,France,Arsenal,€30.5M,€115K,82,82
493,207877,Josef Martínez,27,Venezuela,Atlanta United,€24.5M,€13K,80,81
494,215330,Joaquín Correa,25,Argentina,Lazio,€34.5M,€73K,81,84
495,231866,Rodrigo Hernández Cascante,24,Spain,Manchester City,€66.5M,€145K,85,88
496,245396,Vladyslav Supriaha,20,Ukraine,Dynamo Kyiv,€5.5M,€650,72,84
497,247463,Folarin Balogun,18,England,Arsenal,€1.1M,€5K,62,82
498,252144,Eduardo Filipe Quaresma,18,Portugal,Sporting CP,€4.1M,€2K,71,84
499,175943,Dries Mertens,33,Belgium,Napoli,€34.5M,€115K,85,85
500,226162,Emiliano Buendía,23,Argentina,Norwich City,€21M,€13K,78,83
501,233866,Odsonne Edouard,22,France,Celtic,€12.5M,€44K,75,84
502,239817,Boubakary Soumaré,21,France,LOSC Lille,€16M,€21K,76,85
503,244067,Maxence Lacroix,20,France,VfL Wolfsburg,€8.5M,€23K,74,82
504,244895,Alhassan Yusuf,19,Nigeria,IFK Göteborg,€3.6M,€2K,70,83
505,164240,Thiago Emiliano da Silva,35,Brazil,Chelsea,€14.5M,€95K,85,85
506,189511,Sergio Busquets Burgos,31,Spain,FC Barcelona,€47.5M,€220K,86,86
507,205632,Lucas Ocampos,25,Argentina,Sevilla FC,€36.5M,€40K,82,83
508,213565,Thomas Lemar,24,France,Atlético Madrid,€41.5M,€59K,82,85
509,226627,Takumi Minamino,25,Japan,Southampton,€9M,€74K,76,77
510,232097,Amine Harit,23,Morocco,FC Schalke 04,€12M,€23K,76,82
511,233795,Ben Brereton,21,England,Blackburn Rovers,€3.1M,€16K,69,78
512,234777,Zack Steffen,25,United States,Manchester City,€12.5M,€69K,77,82
513,216549,Alexander Sørloth,24,Norway,RB Leipzig,€11M,€42K,76,80
514,236499,Douglas Luiz Soares de Paulo,22,Brazil,Aston Villa,€14.5M,€40K,76,83
515,238194,Nahuel Bustos,21,Argentina,Girona FC,€9.5M,€67K,74,85
516,239207,Maximiliano Gómez,23,Uruguay,Valencia CF,€32M,€40K,80,85
517,241159,Marc Guehi,19,England,Swansea City,€4.2M,€21K,71,83
518,251805,Jurriën Timber,19,Netherlands,Ajax,€3.1M,€4K,69,83
519,257057,Amadou Onana,18,Belgium,Hamburger SV,€2.1M,€1K,66,83
520,178509,Olivier Giroud,33,France,Chelsea,€11M,€95K,79,79
521,199451,Wissam Ben Yedder,29,France,AS Monaco,€42M,€90K,84,84
522,199503,Granit Xhaka,27,Switzerland,Arsenal,€16.5M,€76K,79,79
523,200145,Carlos Henrique Venancio Casimiro,28,Brazil,Real Madrid,€90.5M,€310K,89,89
524,212151,Thomas Strakosha,25,Albania,Lazio,€42.5M,€58K,83,88
525,212831,Alisson Ramses Becker,27,Brazil,Liverpool,€102M,€160K,90,91
526,235450,Domingos Quina,20,Portugal,Granada CF,€2.9M,€6K,68,81
527,237329,Joseph Willock,20,England,Newcastle United,€5M,€35K,72,82
528,244892,Sofiane Diop,20,France,AS Monaco,€12.5M,€31K,75,84
529,211591,Moussa Dembélé,23,France,Atlético Madrid,€25.5M,€63K,79,83
530,211990,Odisseas Vlachodimos,26,Greece,SL Benfica,€33M,€16K,82,86
531,227813,Oleksandr Zinchenko,23,Ukraine,Manchester City,€24.5M,€90K,79,84
532,233510,Tahith Chong,20,Netherlands,Club Brugge KV,€2.1M,€19K,66,81
533,1179,Gianluigi Buffon,42,Italy,Juventus,€3.4M,€41K,82,82
534,209889,Raphaël Guerreiro,26,Portugal,Borussia Dortmund,€36M,€72K,83,83
535,230899,Ademola Lookman,22,England,Fulham,€17M,€38K,76,84
536,232080,Jack Harrison,23,England,Leeds United,€9M,€76K,75,81
537,235008,Lucas Robertone,23,Argentina,UD Almería,€12.5M,€9K,75,84
538,236679,Óscar Melendo Jiménez,22,Spain,RCD Espanyol,€21.5M,€10K,78,83
539,239335,Óscar Rodríguez Arnaiz,22,Spain,Sevilla FC,€12.5M,€21K,75,86
540,242000,Konstantinos Mavropanos,22,Greece,VfB Stuttgart,€4.9M,€37K,72,83
541,246666,Noah Katterbach,19,Germany,1. FC Köln,€3.6M,€7K,70,84
542,207439,Leandro Paredes,26,Argentina,Paris Saint-Germain,€23M,€78K,79,82
543,212888,Carlos Salcedo,26,Mexico,Tigres U.A.N.L.,€3.5M,€31K,73,76
544,216201,Iñaki Williams Arthuer,26,Spain,Athletic Club de Bilbao,€34M,€35K,81,84
545,225964,Jorge Carrascal,22,Colombia,River Plate,€7M,€12K,73,84
546,245977,Kiril Despodov,23,Bulgaria,,€0,€0,73,79
547,247257,Roger Ibañez Da Silva,21,Brazil,Roma,€9M,€26K,74,85
548,169416,Carlos Vela,31,Mexico,Los Angeles FC,€30M,€17K,83,83
549,183907,Jérôme Boateng,31,Germany,FC Bayern München,€29M,€100K,84,84
550,186627,Mario Balotelli,29,Italy,AC Monza,€10.5M,€7K,77,77
551,190813,Stephan El Shaarawy,27,Italy,Roma,€15M,€55K,78,78
552,200647,Josip Iličić,32,Slovenia,Atalanta,€34M,€90K,84,84
553,215698,Mike Maignan,24,France,LOSC Lille,€34.5M,€31K,82,86
554,236248,Ben Woodburn,20,Wales,Liverpool,€1.6M,€13K,65,75
555,242997,Linton Maina,21,Germany,Hannover 96,€4.2M,€12K,71,81
556,243282,Dwight McNeil,20,England,Burnley,€16.5M,€39K,77,83
557,243388,Borna Sosa,22,Croatia,VfB Stuttgart,€3.6M,€15K,72,77
558,247888,Sebastiano Esposito,17,Italy,Inter,€2.1M,€5K,66,84
559,195859,Danny Ings,27,England,Southampton,€33M,€82K,82,82
560,234035,Álvaro Odriozola Arzalluz,24,Spain,Real Madrid,€22M,€110K,79,82
561,239482,Wenderson Nascimento Galeno,22,Brazil,SC Braga,€23.5M,€14K,77,85
562,248808,Aaron Hickey,18,Scotland,Bologna,€3.1M,€4K,69,82
563,253109,Joey Veerman,21,Netherlands,SC Heerenveen,€23.5M,€9K,77,85
564,211850,Manfred Starke,29,Namibia,FSV Zwickau,€575K,€750,64,64
565,220710,Harry Wilson,23,Wales,Cardiff City,€12M,€61K,76,82
566,220883,Rafael Santos Borré,24,Colombia,River Plate,€20.5M,€19K,78,82
567,226229,Thilo Kehrer,23,Germany,Paris Saint-Germain,€14.5M,€52K,77,82
568,238041,Tyrell Malacia,20,Netherlands,Feyenoord,€15.5M,€10K,76,84
569,246608,Álvaro Fidalgo Fernández,23,Spain,Club América,€2.7M,€3K,68,77
570,153244,André-Pierre Gignac,34,France,Tigres U.A.N.L.,€12.5M,€66K,81,81
571,181872,Arturo Vidal,33,Chile,Inter,€18.5M,€115K,82,82
572,208920,Nathan Aké,25,Netherlands,Manchester City,€22M,€100K,79,83
573,209297,Frederico de Paula Santos,27,Brazil,Manchester United,€28M,€115K,81,83
574,222509,Daniel Ceballos Fernández,23,Spain,Arsenal,€25M,€120K,79,83
575,225748,Todd Cantwell,22,England,Norwich City,€9.5M,€10K,74,82
576,227928,Nélson Cabral Semedo,26,Portugal,Wolverhampton Wanderers,€33M,€95K,82,83
577,235073,Gregor Kobel,22,Switzerland,VfB Stuttgart,€10M,€15K,76,82
578,236593,Calvin Stengs,21,Netherlands,AZ Alkmaar,€23.5M,€10K,77,85
579,239837,Alexis Mac Allister,21,Argentina,Brighton & Hove Albion,€12.5M,€36K,75,85
580,241470,Alejandro Centelles Plaza,20,Spain,UD Almería,€9M,€6K,74,84
581,241671,Dominik Livaković,25,Croatia,Dinamo Zagreb,€30M,€950,81,86
582,244253,Uroš Račić,22,Serbia,Valencia CF,€22.5M,€26K,77,85
583,244393,Gonzalo Villar del Fraile,22,Spain,Roma,€7M,€31K,73,83
584,246791,Manor Solomon,20,Israel,Shakhtar Donetsk,€12.5M,€750,75,85
585,252488,Killian Sardella,18,Belgium,RSC Anderlecht,€2.5M,€2K,67,83
586,203775,Loris Karius,27,Germany,1. FC Union Berlin,€7.5M,€52K,76,79
587,223113,Krzysztof Piątek,25,Poland,Hertha BSC,€15M,€45K,77,81
588,229237,Manuel Akanji,24,Switzerland,Borussia Dortmund,€22.5M,€46K,79,83
589,236355,Luiz Felipe Ramos Marchi,23,Brazil,Lazio,€29M,€44K,78,86
590,237034,Juan Camilo Hernández,21,Colombia,Getafe CF,€9M,€15K,75,81
591,181458,Ivan Perišić,31,Croatia,Inter,€21.5M,€105K,81,81
592,201399,Mauro Icardi,27,Argentina,Paris Saint-Germain,€49.5M,€125K,84,85
593,193082,Juan Cuadrado,32,Colombia,Juventus,€21M,€86K,82,82
594,204970,Florian Thauvin,27,France,Olympique de Marseille,€32.5M,€59K,82,82
595,212269,Riechedly Bazoer,23,Netherlands,Vitesse,€8M,€15K,75,81
596,228687,Kasper Dolberg,22,Denmark,OGC Nice,€26M,€39K,79,83
597,242280,Lewis Ferguson,20,Scotland,Aberdeen,€3.8M,€4K,70,82
598,243350,Felix Agu,20,Germany,SV Werder Bremen,€3.7M,€10K,70,83
599,247150,Alex Vigo,21,Argentina,Club Atlético Colón,€6.5M,€8K,73,83
600,256261,Malick Thiaw,18,Finland,FC Schalke 04,€1.7M,€2K,65,83
601,257318,Kays Ruiz-Atil,17,Morocco,Paris Saint-Germain,€1.3M,€2K,63,83
602,259751,Matthew Hoppe,19,United States,FC Schalke 04,€1.3M,€4K,63,81
603,181783,Mario Mandžukić,34,Croatia,Milan,€8.5M,€48K,79,79
604,189358,Shinji Kagawa,31,Japan,PAOK,€4.7M,€1K,75,75
605,208093,Gerard Moreno Balagueró,28,Spain,Villarreal CF,€37M,€56K,83,83
606,213417,Shaquile Coulthirst,22,England,Barnet,€525K,€3K,63,69
607,221697,Ollie Watkins,24,England,Aston Villa,€16M,€52K,77,82
608,223885,Alexander Nübel,23,Germany,FC Bayern München,€7M,€34K,75,80
609,225116,Alex Meret,23,Italy,Napoli,€27M,€36K,78,86
610,227536,Moussa Marega,29,Mali,FC Porto,€17.5M,€19K,79,79
611,231292,Jamal Lewis,22,Northern Ireland,Newcastle United,€9M,€26K,74,83
612,146530,Daniel Alves da Silva,35,Brazil,Paris Saint-Germain,€4.8M,€60K,82,82
613,182521,Toni Kroos,30,Germany,Real Madrid,€87.5M,€310K,88,88
